Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Crime_Category
2000    LONG BEACH                   AV,,34.0185,-118.2429,08/31/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1045.0,13.0,Newton,1327.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
5900    BENNER                       ST,,34.1076,-118.1889,01/27/2020 12:00:00 AM,01/08/2020 12:00:00 AM,2200.0,11.0,Northeast,1139.0,1.0,0344 0385,34.0,M,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,Property Crimes
5500    CARLTON                      WY,,34.1005,-118.3107,07/04/2020 12:00:00 AM,07/02/2020 12:00:00 AM,1800.0,6.0,Hollywood,648.0,1.0,0344 0913,51.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
4300 S  VERMONT                      AV,,34.0073,-118.298,05/19/2020 12:00:00 AM,05/19/2020 12:00:00 AM,1000.0,3.0,Southwest,397.0,1.0,1822 0431 1402,19.0,M,B,402.0,MARKET,512.0,MACE/PEPPER SPRAY,AA,Adult Arrest,Violent Crimes
1600 S  BENTLEY                      AV,,34.0484,-118.4437,10/03/2020 12:00:00 AM,10/02/2020 12:00:00 AM,2200.0,8.0,West LA,855.0,1.0,0344 1823 2034 0913 0354,56.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,Property Crimes
1600    MATEO                        ST,,34.0237,-118.2324,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,740.0,13.0,Newton,1309.0,1.0,0344 1402 1607,0.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
12200    SAN FERNANDO                 RD,,34.2918,-118.4506,10/16/2020 12:00:00 AM,10/16/2020 12:00:00 AM,400.0,19.0,Mission,1924.0,2.0,0329,22.0,X,X,505.0,MOTEL,,,IC,Invest Cont,Property Crimes
10900    BARTEE                       AV,,34.2685,-118.4504,10/31/2020 12:00:00 AM,10/31/2020 12:00:00 AM,517.0,19.0,Mission,1943.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
1000 E  28TH                         ST,,34.0175,-118.2574,04/20/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1500.0,13.0,Newton,1333.0,1.0,1265 0344,45.0,M,B,102.0,SIDEWALK,,,IC,Invest Cont,Property Crimes
1000 S  WOOSTER                      ST,,34.0571,-118.3825,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1434.0,8.0,West LA,849.0,2.0,1912,41.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Crimes against Public Order
5800 W  3RD                          ST,,34.0692,-118.3473,10/14/2020 12:00:00 AM,10/13/2020 12:00:00 AM,1330.0,7.0,Wilshire,734.0,2.0,1822 0329,49.0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
13900    HUBBARD                      ST,,34.3025,-118.4358,09/04/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1330.0,19.0,Mission,1916.0,2.0,1822 0928,41.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
6700 W  SUNSET                       BL,,34.098,-118.3365,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,300.0,6.0,Hollywood,646.0,2.0,2000 1218 1309 0416,33.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,Violent Crimes
11200    DE GARMO                     AV,,34.2736,-118.4145,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2200.0,16.0,Foothill,1612.0,1.0,0913 1402,25.0,F,H,501.0,SINGLE FAMILY DWELLING,205.0,KITCHEN KNIFE,AO,Adult Other,Violent Crimes
3900    PORTOLA                      AV,,34.0904,-118.1723,12/12/2020 12:00:00 AM,12/11/2020 12:00:00 AM,2100.0,4.0,Hollenbeck,418.0,1.0,,0.0,,,104.0,DRIVEWAY,,,IC,Invest Cont,Property Crimes
14700    FRIAR                        ST,,34.1857,-118.4574,11/22/2021 12:00:00 AM,11/19/2020 12:00:00 AM,1200.0,9.0,Van Nuys,932.0,2.0,1501 1822,46.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Fraud and White-Collar Crimes
1300 E  55TH                         ST,,33.993,-118.2521,02/18/2020 12:00:00 AM,02/18/2020 12:00:00 AM,1750.0,13.0,Newton,1375.0,1.0,2000 1814 0444 0446 0408 0334 0913,24.0,F,H,501.0,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,Crimes against Public Order
HAZELTINE,CALVERT,34.1817,-118.44,07/20/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1825.0,9.0,Van Nuys,935.0,1.0,2004 1402 0913 0334,45.0,F,W,102.0,SIDEWALK,204.0,FOLDING KNIFE,AA,Adult Arrest,Violent Crimes
3100    WILSHIRE                     BL,,34.0618,-118.2894,03/16/2021 12:00:00 AM,11/21/2020 12:00:00 AM,800.0,20.0,Olympic,2038.0,2.0,1822 0100 0928,36.0,M,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Fraud and White-Collar Crimes
SANTA MONICA,VINE,34.0907,-118.3266,10/01/2020 12:00:00 AM,09/30/2020 12:00:00 AM,2135.0,6.0,Hollywood,656.0,2.0,0329 1822 0447,50.0,M,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
4200    DON LUIS                     DR,,34.0057,-118.3443,09/14/2020 12:00:00 AM,09/10/2020 12:00:00 AM,1500.0,3.0,Southwest,391.0,2.0,0701 0800,18.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Fraud and White-Collar Crimes
BEVERLY                      BL,CATALINA                     ST,34.0763,-118.2954,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,300.0,20.0,Olympic,2015.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
13900    FOOTHILL                     BL,,34.3155,-118.4343,10/23/2020 12:00:00 AM,10/22/2020 12:00:00 AM,2115.0,19.0,Mission,1905.0,1.0,0325,22.0,X,X,401.0,MINI-MART,,,IC,Invest Cont,Property Crimes
ADAMS,NORMANDIE,34.0327,-118.3002,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,1402.0,3.0,Southwest,316.0,1.0,0913 0400 2034 1309 0202,55.0,F,B,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
12900    CULVER                       BL,,33.9855,-118.4253,05/03/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1200.0,14.0,Pacific,1455.0,1.0,0344,42.0,F,W,221.0,PUBLIC STORAGE,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
VERMONT,24TH,34.0344,-118.2915,03/07/2020 12:00:00 AM,03/06/2020 12:00:00 AM,2200.0,3.0,Southwest,317.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
6700    COLGATE                      AV,,34.0704,-118.3736,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1000.0,7.0,Wilshire,722.0,2.0,1402 1822 1501,25.0,F,B,254.0,STUDIO (FILM/PHOTOGRAPHIC/MUSIC),,,IC,Invest Cont,Crimes against Public Order
300 S  HILL                         ST,,34.0517,-118.2491,04/20/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1900.0,1.0,Central,134.0,1.0,1307 0344 0329 1609 1822 1414,52.0,F,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,Property Crimes
2000    ALMADALE                     AV,,34.0666,-118.1918,10/28/2020 12:00:00 AM,10/13/2020 12:00:00 AM,1141.0,4.0,Hollenbeck,437.0,1.0,0344,43.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
1500 S  HOOVER                       ST,,34.0445,-118.2842,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1540.0,2.0,Rampart,291.0,2.0,0603 0554 0444 0319 0913,47.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
400 S  SOTO                         ST,,34.0406,-118.2117,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2030.0,4.0,Hollenbeck,467.0,1.0,0344 1302 0329,28.0,M,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
600 W  14TH                         ST,,33.7315,-118.2902,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1200.0,5.0,Harbor,563.0,2.0,2000 0913,43.0,F,W,121.0,YARD (RESIDENTIAL/BUSINESS),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
600 W  9TH                          ST,,34.0462,-118.2585,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,2115.0,1.0,Central,162.0,1.0,0344 2032 1822,48.0,M,O,710.0,OTHER PREMISE,,,IC,Invest Cont,Property Crimes
16700    PARTHENIA                    ST,,34.2285,-118.4958,09/20/2023 12:00:00 AM,09/19/2020 12:00:00 AM,2000.0,17.0,Devonshire,1797.0,1.0,,0.0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,Property Crimes
3500    OBAMA                        BL,,34.0164,-118.3312,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,1129.0,3.0,Southwest,373.0,1.0,0325 0104 2004,0.0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,Property Crimes
2900 W  36TH                         ST,,34.023,-118.3272,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1430.0,3.0,Southwest,354.0,2.0,0913 0345 0416 0446 0447 1238 1202,69.0,M,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Violent Crimes
8600    WILLIS                       AV,,34.2265,-118.4553,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1700.0,19.0,Mission,1984.0,2.0,0344,19.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
2800    WYNWOOD                      LN,,34.0255,-118.2153,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1730.0,4.0,Hollenbeck,489.0,2.0,2000 1813 0913 1241 2038,47.0,F,H,504.0,OTHER RESIDENCE,,,AO,Adult Other,Crimes against Public Order
1000 W  17TH                         ST,,34.0398,-118.278,05/05/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1200.0,2.0,Rampart,299.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
8800    ENCINO                       AV,,34.2304,-118.5157,05/21/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1500.0,17.0,Devonshire,1788.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
1300 S  CABRILLO                     AV,,33.732,-118.2946,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,2030.0,5.0,Harbor,563.0,2.0,1814 1816 0443 1813 0913 2000 0432,34.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,Crimes against Public Order
17400    LOS ALIMOS                   ST,,34.2661,-118.5132,02/06/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1000.0,17.0,Devonshire,1735.0,1.0,0394 0344,28.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
7800    VAN NUYS                     BL,,34.2153,-118.4409,07/08/2020 12:00:00 AM,07/08/2020 12:00:00 AM,2230.0,19.0,Mission,1998.0,1.0,1218 0913 0417 0421 0334,43.0,M,H,108.0,PARKING LOT,205.0,KITCHEN KNIFE,IC,Invest Cont,Crimes against Public Order
4200    VERDUGO                      RD,,34.1271,-118.2321,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1800.0,11.0,Northeast,1112.0,2.0,1822 0416,44.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
3300 W  43RD                         PL,,34.0044,-118.3294,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,425.0,3.0,Southwest,393.0,1.0,1501 0329,19.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
3600    ADAIR                        ST,,34.0142,-118.2672,05/01/2020 12:00:00 AM,04/29/2020 12:00:00 AM,1400.0,13.0,Newton,1342.0,1.0,0913 1415 0522 0527,27.0,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
16800    SAN FERNANDO MISSION         BL,,34.272,-118.4978,05/25/2023 12:00:00 AM,06/02/2020 12:00:00 AM,1.0,17.0,Devonshire,1737.0,2.0,1202 0923 1822,-2.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
14600    NORDHOFF                     ST,,34.2354,-118.4502,09/28/2020 12:00:00 AM,09/27/2020 12:00:00 AM,2325.0,19.0,Mission,1974.0,1.0,1402 0906 1822,41.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,Crimes against Public Order
4700    EXCELENTE                    DR,,34.1535,-118.6168,05/30/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2000.0,21.0,Topanga,2183.0,1.0,0349 0394,37.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
1400    HEPNER                       AV,,34.1318,-118.1957,11/06/2020 12:00:00 AM,11/05/2020 12:00:00 AM,1800.0,11.0,Northeast,1107.0,1.0,0344 0358 1607,25.0,M,H,102.0,SIDEWALK,,,IC,Invest Cont,Property Crimes
13000    VENICE                       BL,,33.9994,-118.442,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1200.0,14.0,Pacific,1443.0,1.0,2032 0344,35.0,M,H,710.0,OTHER PREMISE,,,IC,Invest Cont,Property Crimes
2600 S  NORMANDIE                    AV,,34.0322,-118.3002,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1200.0,3.0,Southwest,326.0,1.0,1822 0104 0325,19.0,X,X,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
20TH                         AV,SPEEDWAY,33.985,-118.4715,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,2115.0,14.0,Pacific,1431.0,1.0,0334 2004 0445 1822,33.0,M,W,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,Violent Crimes
17500    VENTURA                      BL,,34.1615,-118.5142,05/18/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1000.0,10.0,West Valley,1077.0,2.0,0329 1822 0311 1414,35.0,M,W,702.0,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,Property Crimes
20500 W  VENTURA                      BL,,34.1685,-118.5777,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1120.0,21.0,Topanga,2189.0,1.0,1402 1310 1100 0216 1822,41.0,F,W,101.0,STREET,103.0,RIFLE,AO,Adult Other,Violent Crimes
100 N  HOOVER                       ST,,34.0728,-118.2878,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,146.0,20.0,Olympic,2019.0,2.0,0416 0446 1814 2000,38.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
400 W  PICO                         BL,,34.042,-118.2625,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,405.0,1.0,Central,182.0,2.0,0216 0329,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
60TH                         ST,HOOVER                       ST,33.9851,-118.287,05/25/2020 12:00:00 AM,05/25/2020 12:00:00 AM,950.0,12.0,77th Street,1239.0,1.0,0906 1816 0319 0431 0419 0448 0421 0432 0913,33.0,F,B,101.0,STREET,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,Violent Crimes
900    EARL                         AV,,33.7446,-118.2587,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1500.0,5.0,Harbor,559.0,1.0,1402 0400 0919 0445 1822,29.0,M,H,101.0,STREET,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,Violent Crimes
9000 S  BROADWAY,,33.955,-118.2782,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2110.0,18.0,Southeast,1802.0,1.0,1822,26.0,F,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,Property Crimes
W  PICO                         BL,CRENSHAW                     BL,34.0478,-118.3267,08/02/2020 12:00:00 AM,07/30/2020 12:00:00 AM,1100.0,7.0,Wilshire,759.0,1.0,1822 0344,32.0,M,K,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,Property Crimes
1500    CORINTH                      AV,,34.0466,-118.4499,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1445.0,8.0,West LA,853.0,1.0,0344 1822 1210,23.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
23RD                         ST,WALL                         ST,34.0254,-118.2629,01/26/2020 12:00:00 AM,01/24/2020 12:00:00 AM,2200.0,13.0,Newton,1322.0,1.0,0385,54.0,M,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
S  42ND                         ST,FIGUEROA                     ST,34.0071,-118.2827,12/25/2020 12:00:00 AM,12/25/2020 12:00:00 AM,2100.0,3.0,Southwest,398.0,1.0,0334 0342 0411 0416 0446 1822,34.0,M,H,757.0,BASKETBALL COURTS,218.0,OTHER CUTTING INSTRUMENT,IC,Invest Cont,Violent Crimes
9000 W  PICO                         BL,,34.0553,-118.3878,03/04/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1730.0,8.0,West LA,857.0,2.0,0444,59.0,F,W,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
7400    HAZELTINE                    AV,,34.2049,-118.44,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,40.0,9.0,Van Nuys,909.0,2.0,2000 1813 0400,60.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
4100 W  OLYMPIC                      BL,,34.0543,-118.3219,12/26/2020 12:00:00 AM,12/25/2020 12:00:00 AM,2300.0,20.0,Olympic,2041.0,1.0,0329 0358 1607 0321 0344 1609 0354 0330 1822,0.0,X,X,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,Property Crimes
1700 S  RIMPAU                       BL,,34.044,-118.3415,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,1130.0,7.0,Wilshire,775.0,1.0,1822 0906 0334,22.0,M,H,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,Crimes against Public Order
1600 W  58TH                         ST,,33.9897,-118.3045,09/16/2020 12:00:00 AM,07/03/2020 12:00:00 AM,1200.0,12.0,77th Street,1213.0,1.0,1601 0344 1609 1822,56.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Property Crimes
2500 N  SOTO                         ST,,34.0767,-118.1937,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,1810.0,4.0,Hollenbeck,427.0,2.0,0100,27.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,Fraud and White-Collar Crimes
9000    WOODMAN                      AV,,34.2342,-118.4436,06/09/2020 12:00:00 AM,06/06/2020 12:00:00 AM,600.0,19.0,Mission,1975.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
2700    BRIGHTON                     AV,,34.0291,-118.3015,11/02/2020 12:00:00 AM,11/01/2020 12:00:00 AM,2200.0,3.0,Southwest,326.0,1.0,1606 1822 0344 0377 1300,25.0,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,Property Crimes
5100    RALEIGH                      ST,,34.0826,-118.3135,01/10/2020 12:00:00 AM,01/03/2020 12:00:00 AM,630.0,20.0,Olympic,2001.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
200 E  29TH                         ST,,34.022,-118.2691,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1200.0,13.0,Newton,1331.0,2.0,1300 0329 0345 0202,41.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,Property Crimes
10800    LAUREL CANYON                BL,,34.2676,-118.4415,06/28/2020 12:00:00 AM,06/28/2020 12:00:00 AM,1830.0,19.0,Mission,1944.0,1.0,0421 0416 0906 1266 0334 0400 0447 1402 1822 1816,37.0,M,O,221.0,PUBLIC STORAGE,302.0,BLUNT INSTRUMENT,AA,Adult Arrest,Violent Crimes
PACIFIC                      AV,WADE                         ST,34.0005,-118.4373,12/15/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1600.0,14.0,Pacific,1445.0,1.0,0344 1300,49.0,M,W,101.0,STREET,,,IC,Invest Cont,Property Crimes
SANTA MONICA,WESTERN,34.0908,-118.3092,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1325.0,6.0,Hollywood,668.0,1.0,1310,36.0,M,B,110.0,FREEWAY,106.0,UNKNOWN FIREARM,IC,Invest Cont,Violent Crimes
18400    COLLINS                      ST,,34.1749,-118.5323,08/12/2020 12:00:00 AM,08/09/2020 12:00:00 AM,100.0,10.0,West Valley,1044.0,1.0,1300 0344 1822 0321 1309 1420 2024 0216 0209 1607,58.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont,Property Crimes
9700    SEPULVEDA                    BL,,34.2464,-118.4675,02/18/2020 12:00:00 AM,02/18/2020 12:00:00 AM,800.0,19.0,Mission,1962.0,1.0,1307 0321,32.0,F,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
15200    REX                          ST,,34.3003,-118.4639,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1800.0,19.0,Mission,1921.0,2.0,0329 1300,58.0,F,H,101.0,STREET,,,IC,Invest Cont,Property Crimes
10900    AVALON                       BL,,33.9373,-118.2652,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,2215.0,18.0,Southeast,1844.0,2.0,1607 0913 1815 1251 1258 2024 0329,12.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
300 S  VIRGIL                       AV,,34.069,-118.2868,06/05/2020 12:00:00 AM,06/05/2020 12:00:00 AM,1530.0,20.0,Olympic,2029.0,2.0,0202 0329 0345 1822,0.0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",306.0,ROCK/THROWN OBJECT,IC,Invest Cont,Property Crimes
S  VAN NESS                     AV,W  3RD                          ST,34.069,-118.3151,11/22/2020 12:00:00 AM,11/15/2020 12:00:00 AM,1900.0,20.0,Olympic,2021.0,1.0,0344 1822,33.0,M,C,101.0,STREET,,,IC,Invest Cont,Property Crimes
400 E  20TH                         ST,,34.0281,-118.261,07/02/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1300.0,13.0,Newton,1313.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont,Property Crimes
2800 E  11TH                         ST,,34.0226,-118.2182,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,245.0,4.0,Hollenbeck,497.0,1.0,1607 0344,0.0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,Property Crimes
7900    BRIMFIELD                    AV,,34.2147,-118.4576,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1700.0,19.0,Mission,1994.0,2.0,2038 1814,43.0,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,Crimes against Public Order
1200 W  46TH                         ST,,34.0017,-118.2965,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,2230.0,12.0,77th Street,1204.0,2.0,2000 0319 0446 0416,48.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,Violent Crimes
ROYER,SYLVAN,34.1846,-118.6277,06/29/2020 12:00:00 AM,06/27/2020 12:00:00 AM,2330.0,21.0,Topanga,2143.0,1.0,0344,26.0,M,B,101.0,STREET,,,IC,Invest Cont,Property Crimes
ALAMEDA                      ST,8TH                          ST,34.0301,-118.2389,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,830.0,13.0,Newton,1307.0,2.0,0329 1307,25.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Property Crimes
8000    BEVERLY                      BL,,34.0782,-118.3695,06/09/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1530.0,7.0,Wilshire,711.0,1.0,1822 0344 0321 0601 1609,35.0,M,W,203.0,OTHER BUSINESS,,,AA,Adult Arrest,Property Crimes
4200    ARLINGTON                    AV,,34.0069,-118.3182,10/09/2021 12:00:00 AM,08/01/2020 12:00:00 AM,1200.0,3.0,Southwest,394.0,2.0,0100 1210 1822,42.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Fraud and White-Collar Crimes
KELTON                       AV,PICO                         BL,34.0392,-118.4305,08/23/2020 12:00:00 AM,08/20/2020 12:00:00 AM,258.0,8.0,West LA,884.0,1.0,0358 0385 0344 0346,39.0,M,O,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,Property Crimes
1400 W  53RD                         ST,,33.9941,-118.3002,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1100.0,12.0,77th Street,1215.0,2.0,1822 0400 0416 1310 2004 0345,34.0,M,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,Violent Crimes
5200    WILSHIRE                     BL,,34.0622,-118.3434,08/22/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1000.0,7.0,Wilshire,737.0,2.0,0329,36.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,Property Crimes
2800 S  CORNING                      ST,,34.0348,-118.3821,04/21/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1900.0,8.0,West LA,899.0,1.0,1606 0344,30.0,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,Property Crimes
